song_id,date_interval_30,plays,downloads,favors
db3d0aa9a646aca944c3d3b84b6fd848,3,6.0,5.0,0.0
db3d0aa9a646aca944c3d3b84b6fd848,4,10.0,3.0,0.0
db3d0aa9a646aca944c3d3b84b6fd848,5,0.0,1.0,0.0
13b5df10bce8f6f45b72ffffe05cafdd,0,1.0,1.0,0.0
13b5df10bce8f6f45b72ffffe05cafdd,1,1.0,2.0,0.0
13b5df10bce8f6f45b72ffffe05cafdd,2,3.0,2.0,0.0
13b5df10bce8f6f45b72ffffe05cafdd,4,2.0,0.0,0.0
13b5df10bce8f6f45b72ffffe05cafdd,5,2.0,1.0,0.0
8a31c1f06f0e29b6b702a83c8e545af1,0,1.0,0.0,0.0
8137e52f7e6e43d0bc11fa7dace4673b,0,5.0,2.0,0.0
8137e52f7e6e43d0bc11fa7dace4673b,1,9.0,0.0,0.0
8137e52f7e6e43d0bc11fa7dace4673b,2,2.0,0.0,0.0
8137e52f7e6e43d0bc11fa7dace4673b,3,3.0,1.0,0.0
8137e52f7e6e43d0bc11fa7dace4673b,4,4.0,2.0,0.0
8137e52f7e6e43d0bc11fa7dace4673b,5,3.0,0.0,0.0
8137e52f7e6e43d0bc11fa7dace4673b,-1,6.0,0.0,0.0
215411420909eef8d72bc8d7b3a9e4be,1,6.0,0.0,0.0
215411420909eef8d72bc8d7b3a9e4be,2,3.0,0.0,0.0
215411420909eef8d72bc8d7b3a9e4be,3,3.0,2.0,0.0
215411420909eef8d72bc8d7b3a9e4be,4,2.0,0.0,0.0
1a5c7a91ec7183524b23790570d60eea,0,13.0,2.0,0.0
1a5c7a91ec7183524b23790570d60eea,1,6.0,1.0,0.0
1a5c7a91ec7183524b23790570d60eea,2,4.0,2.0,0.0
1a5c7a91ec7183524b23790570d60eea,3,4.0,3.0,0.0
1a5c7a91ec7183524b23790570d60eea,4,11.0,3.0,0.0
1a5c7a91ec7183524b23790570d60eea,5,3.0,1.0,0.0
1a5c7a91ec7183524b23790570d60eea,-1,5.0,2.0,0.0
6499cc7834bae3a30d98d6e59ea01dad,0,5668.0,621.0,38.0
6499cc7834bae3a30d98d6e59ea01dad,1,5848.0,667.0,49.0
6499cc7834bae3a30d98d6e59ea01dad,2,5543.0,628.0,69.0
6499cc7834bae3a30d98d6e59ea01dad,3,7399.0,817.0,81.0
6499cc7834bae3a30d98d6e59ea01dad,4,6687.0,770.0,89.0
6499cc7834bae3a30d98d6e59ea01dad,5,4159.0,557.0,52.0
6499cc7834bae3a30d98d6e59ea01dad,-1,2059.0,230.0,2.0
3e9cb62ffd876c8609570ee896892614,0,21.0,13.0,0.0
3e9cb62ffd876c8609570ee896892614,1,13.0,30.0,0.0
3e9cb62ffd876c8609570ee896892614,2,20.0,19.0,0.0
3e9cb62ffd876c8609570ee896892614,3,19.0,18.0,0.0
3e9cb62ffd876c8609570ee896892614,4,35.0,30.0,0.0
3e9cb62ffd876c8609570ee896892614,5,14.0,10.0,0.0
3e9cb62ffd876c8609570ee896892614,-1,3.0,3.0,0.0
5a2d298a9ec2fc7db232d5b098f533d8,2,2.0,0.0,1.0
5a2d298a9ec2fc7db232d5b098f533d8,3,1.0,0.0,0.0
5a2d298a9ec2fc7db232d5b098f533d8,4,1.0,1.0,0.0
5a2d298a9ec2fc7db232d5b098f533d8,5,0.0,1.0,0.0
4b60f9e79a375d1c1a4c22f3d3ee373d,2,1.0,0.0,0.0
0fa5296f5ac10b8b631ccdd0ac738964,5,0.0,1.0,0.0
9c238986d7955ca7fca4c9cdd9800564,0,1.0,1.0,0.0
9c238986d7955ca7fca4c9cdd9800564,1,1.0,0.0,0.0
9c238986d7955ca7fca4c9cdd9800564,2,10.0,1.0,0.0
9c238986d7955ca7fca4c9cdd9800564,3,5.0,1.0,0.0
9c238986d7955ca7fca4c9cdd9800564,4,2.0,2.0,0.0
9c238986d7955ca7fca4c9cdd9800564,5,3.0,0.0,0.0
9c238986d7955ca7fca4c9cdd9800564,-1,2.0,0.0,0.0
f812798342772a3a15d0ebd29aae6611,0,22.0,5.0,0.0
f812798342772a3a15d0ebd29aae6611,1,35.0,5.0,0.0
f812798342772a3a15d0ebd29aae6611,2,26.0,1.0,0.0
f812798342772a3a15d0ebd29aae6611,3,15.0,2.0,0.0
f812798342772a3a15d0ebd29aae6611,4,30.0,9.0,1.0
f812798342772a3a15d0ebd29aae6611,5,23.0,1.0,0.0
f812798342772a3a15d0ebd29aae6611,-1,9.0,3.0,0.0
7822dbbb193567a8a2a430e80eb6b42b,0,3.0,0.0,0.0
7822dbbb193567a8a2a430e80eb6b42b,1,7.0,0.0,0.0
7822dbbb193567a8a2a430e80eb6b42b,2,3.0,0.0,0.0
7822dbbb193567a8a2a430e80eb6b42b,3,3.0,0.0,0.0
7822dbbb193567a8a2a430e80eb6b42b,4,8.0,0.0,0.0
7822dbbb193567a8a2a430e80eb6b42b,5,1.0,1.0,0.0
7822dbbb193567a8a2a430e80eb6b42b,-1,2.0,0.0,0.0
13fb0eb0a97ab8484af0ae99503cd465,5,2.0,3.0,0.0
292888dfa5be0caf93b0a1253dc0ce2f,0,13.0,10.0,0.0
292888dfa5be0caf93b0a1253dc0ce2f,1,7.0,5.0,0.0
292888dfa5be0caf93b0a1253dc0ce2f,2,10.0,8.0,1.0
292888dfa5be0caf93b0a1253dc0ce2f,3,16.0,6.0,0.0
292888dfa5be0caf93b0a1253dc0ce2f,4,20.0,8.0,0.0
292888dfa5be0caf93b0a1253dc0ce2f,5,1.0,1.0,0.0
292888dfa5be0caf93b0a1253dc0ce2f,-1,7.0,5.0,0.0
8ed9463d04dc48da695fc798e64d0b1f,0,0.0,1.0,0.0
8ed9463d04dc48da695fc798e64d0b1f,1,3.0,1.0,1.0
8ed9463d04dc48da695fc798e64d0b1f,5,1.0,0.0,0.0
56565f1fc23d8f741ebbb020bea01b3a,1,0.0,1.0,0.0
56565f1fc23d8f741ebbb020bea01b3a,2,6.0,2.0,0.0
56565f1fc23d8f741ebbb020bea01b3a,3,1.0,1.0,0.0
56565f1fc23d8f741ebbb020bea01b3a,4,0.0,2.0,0.0
de192606b2b505799337fafda41690c5,1,2.0,0.0,0.0
de192606b2b505799337fafda41690c5,4,0.0,1.0,0.0
de192606b2b505799337fafda41690c5,5,1.0,0.0,0.0
b16ecf6c23df80e8bce62019bb2ab79f,3,0.0,1.0,0.0
b16ecf6c23df80e8bce62019bb2ab79f,4,0.0,1.0,0.0
b16ecf6c23df80e8bce62019bb2ab79f,5,0.0,1.0,0.0
295e082c3f101139741d2b7dbe5b7564,0,8.0,2.0,0.0
295e082c3f101139741d2b7dbe5b7564,1,13.0,1.0,0.0
295e082c3f101139741d2b7dbe5b7564,2,5.0,0.0,0.0
295e082c3f101139741d2b7dbe5b7564,4,1.0,0.0,0.0
295e082c3f101139741d2b7dbe5b7564,-1,1.0,0.0,0.0
abf67b13f410749a17e121f545e5686d,0,6.0,8.0,0.0
abf67b13f410749a17e121f545e5686d,1,11.0,4.0,0.0
abf67b13f410749a17e121f545e5686d,2,10.0,3.0,1.0
abf67b13f410749a17e121f545e5686d,3,19.0,5.0,0.0
abf67b13f410749a17e121f545e5686d,4,5.0,8.0,0.0
abf67b13f410749a17e121f545e5686d,5,4.0,0.0,0.0
abf67b13f410749a17e121f545e5686d,-1,2.0,9.0,0.0
46c650f85d23c05224fdfc2bd77c8c8b,0,1.0,1.0,0.0
7ed347288b8d5cbd09275f5764d31d7d,0,17.0,8.0,0.0
7ed347288b8d5cbd09275f5764d31d7d,1,18.0,3.0,0.0
7ed347288b8d5cbd09275f5764d31d7d,2,16.0,2.0,0.0
7ed347288b8d5cbd09275f5764d31d7d,3,10.0,2.0,0.0
7ed347288b8d5cbd09275f5764d31d7d,4,8.0,5.0,0.0
7ed347288b8d5cbd09275f5764d31d7d,5,6.0,2.0,0.0
7ed347288b8d5cbd09275f5764d31d7d,-1,18.0,13.0,0.0
2c5b3b184b2a63dcc0cd57622d4efd03,3,0.0,2.0,0.0
2c5b3b184b2a63dcc0cd57622d4efd03,4,1.0,0.0,0.0
52a8852addd397ae5f92fea8e939512e,0,667.0,81.0,9.0
52a8852addd397ae5f92fea8e939512e,1,1053.0,103.0,27.0
52a8852addd397ae5f92fea8e939512e,2,1348.0,113.0,20.0
52a8852addd397ae5f92fea8e939512e,3,1566.0,124.0,25.0
52a8852addd397ae5f92fea8e939512e,4,1239.0,107.0,26.0
52a8852addd397ae5f92fea8e939512e,5,801.0,65.0,12.0
52a8852addd397ae5f92fea8e939512e,-1,156.0,26.0,0.0
9a0191c81e4eaddd820cea29ddc87a4f,1,1.0,0.0,0.0
9a0191c81e4eaddd820cea29ddc87a4f,2,1.0,0.0,0.0
d49a86d9a33a42260d451b20e3b985d4,0,30.0,24.0,1.0
d49a86d9a33a42260d451b20e3b985d4,1,28.0,4.0,2.0
d49a86d9a33a42260d451b20e3b985d4,2,63.0,43.0,1.0
d49a86d9a33a42260d451b20e3b985d4,3,26.0,11.0,0.0
d49a86d9a33a42260d451b20e3b985d4,4,27.0,10.0,0.0
d49a86d9a33a42260d451b20e3b985d4,5,10.0,0.0,0.0
d49a86d9a33a42260d451b20e3b985d4,-1,16.0,10.0,0.0
9f0bf84243bf9dce2c7a40e70645611c,2,4.0,1.0,0.0
9f0bf84243bf9dce2c7a40e70645611c,3,13.0,0.0,0.0
9f0bf84243bf9dce2c7a40e70645611c,4,20.0,1.0,0.0
519e0662dc70eedda8c65fe9b4a68eb3,1,7.0,0.0,0.0
519e0662dc70eedda8c65fe9b4a68eb3,2,3.0,0.0,0.0
519e0662dc70eedda8c65fe9b4a68eb3,3,4.0,2.0,0.0
f93d539b6c0df4ac621eb15cde275571,0,7.0,1.0,0.0
f93d539b6c0df4ac621eb15cde275571,1,3.0,1.0,0.0
f93d539b6c0df4ac621eb15cde275571,2,0.0,3.0,0.0
f93d539b6c0df4ac621eb15cde275571,3,9.0,5.0,0.0
f93d539b6c0df4ac621eb15cde275571,4,10.0,3.0,0.0
f93d539b6c0df4ac621eb15cde275571,5,2.0,1.0,0.0
f93d539b6c0df4ac621eb15cde275571,-1,3.0,2.0,0.0
1bfb8ac4d650c5857ef096120d8c5543,0,1.0,0.0,0.0
1bfb8ac4d650c5857ef096120d8c5543,3,1.0,0.0,0.0
1bfb8ac4d650c5857ef096120d8c5543,4,1.0,0.0,0.0
5c607d7f2ceeeb6a1f60032797f68894,0,19.0,6.0,0.0
5c607d7f2ceeeb6a1f60032797f68894,1,8.0,8.0,0.0
5c607d7f2ceeeb6a1f60032797f68894,2,20.0,13.0,0.0
5c607d7f2ceeeb6a1f60032797f68894,3,8.0,11.0,0.0
5c607d7f2ceeeb6a1f60032797f68894,4,12.0,7.0,0.0
5c607d7f2ceeeb6a1f60032797f68894,5,11.0,3.0,1.0
5c607d7f2ceeeb6a1f60032797f68894,-1,13.0,4.0,0.0
e23de7e2ee7b6fdf074a39f5384a3e7f,0,3.0,0.0,0.0
e23de7e2ee7b6fdf074a39f5384a3e7f,1,1.0,0.0,0.0
e23de7e2ee7b6fdf074a39f5384a3e7f,2,0.0,1.0,0.0
e23de7e2ee7b6fdf074a39f5384a3e7f,3,2.0,0.0,0.0
e23de7e2ee7b6fdf074a39f5384a3e7f,4,1.0,0.0,0.0
c480e0a1597899159416c28a41ad0313,0,57.0,59.0,0.0
c480e0a1597899159416c28a41ad0313,1,115.0,84.0,1.0
c480e0a1597899159416c28a41ad0313,2,146.0,92.0,1.0
c480e0a1597899159416c28a41ad0313,3,175.0,79.0,4.0
c480e0a1597899159416c28a41ad0313,4,175.0,83.0,6.0
c480e0a1597899159416c28a41ad0313,5,134.0,43.0,4.0
c480e0a1597899159416c28a41ad0313,-1,32.0,25.0,0.0
586026e091062a81bcc439303a83e073,0,1.0,1.0,0.0
586026e091062a81bcc439303a83e073,1,1.0,0.0,0.0
586026e091062a81bcc439303a83e073,3,0.0,1.0,0.0
586026e091062a81bcc439303a83e073,4,3.0,2.0,0.0
54935d2c7ffbb4402209d6ca3373d83a,1,2.0,2.0,0.0
54935d2c7ffbb4402209d6ca3373d83a,2,6.0,2.0,0.0
54935d2c7ffbb4402209d6ca3373d83a,3,1.0,0.0,0.0
54935d2c7ffbb4402209d6ca3373d83a,4,3.0,0.0,0.0
54935d2c7ffbb4402209d6ca3373d83a,5,3.0,1.0,0.0
70a55d51e4cf299d107cef3c61fcd437,0,58.0,10.0,0.0
70a55d51e4cf299d107cef3c61fcd437,1,19.0,4.0,0.0
70a55d51e4cf299d107cef3c61fcd437,2,50.0,14.0,0.0
70a55d51e4cf299d107cef3c61fcd437,3,44.0,15.0,2.0
70a55d51e4cf299d107cef3c61fcd437,4,33.0,17.0,0.0
70a55d51e4cf299d107cef3c61fcd437,5,23.0,12.0,1.0
70a55d51e4cf299d107cef3c61fcd437,-1,12.0,6.0,0.0
3ec1c234b940c8c0733a642fea6c056b,4,1.0,0.0,0.0
d361ffc17892342dfcf8a7c8fe52cd9c,2,3.0,0.0,0.0
d361ffc17892342dfcf8a7c8fe52cd9c,4,2.0,0.0,0.0
880bdc9c25212bff8d291d62a6899bfc,0,4.0,3.0,0.0
880bdc9c25212bff8d291d62a6899bfc,1,15.0,2.0,0.0
880bdc9c25212bff8d291d62a6899bfc,2,14.0,3.0,1.0
880bdc9c25212bff8d291d62a6899bfc,3,8.0,1.0,0.0
880bdc9c25212bff8d291d62a6899bfc,4,5.0,2.0,1.0
880bdc9c25212bff8d291d62a6899bfc,5,3.0,1.0,0.0
880bdc9c25212bff8d291d62a6899bfc,-1,4.0,1.0,0.0
ac0e5a4c209740b47700768a89d28f58,0,4.0,1.0,0.0
ac0e5a4c209740b47700768a89d28f58,1,11.0,4.0,0.0
ac0e5a4c209740b47700768a89d28f58,2,6.0,2.0,0.0
ac0e5a4c209740b47700768a89d28f58,3,13.0,1.0,0.0
ac0e5a4c209740b47700768a89d28f58,4,2.0,1.0,0.0
ac0e5a4c209740b47700768a89d28f58,5,3.0,0.0,0.0
173e5f6161adb5cfb9222ab990068dd6,0,2.0,1.0,0.0
173e5f6161adb5cfb9222ab990068dd6,1,1.0,1.0,0.0
173e5f6161adb5cfb9222ab990068dd6,2,0.0,1.0,0.0
173e5f6161adb5cfb9222ab990068dd6,3,1.0,1.0,0.0
173e5f6161adb5cfb9222ab990068dd6,4,3.0,0.0,0.0
173e5f6161adb5cfb9222ab990068dd6,5,4.0,1.0,0.0
173e5f6161adb5cfb9222ab990068dd6,-1,2.0,1.0,0.0
ab70e79e614dbc160242bdcf8c7b4f1d,0,1.0,0.0,0.0
ab70e79e614dbc160242bdcf8c7b4f1d,3,0.0,2.0,0.0
ab70e79e614dbc160242bdcf8c7b4f1d,5,0.0,1.0,0.0
4b3dfc50d61923d5c6551e2c7e99a9c6,0,0.0,1.0,0.0
8ca3b366cfb39cf933bd16c66b92df15,1,19.0,2.0,0.0
8ca3b366cfb39cf933bd16c66b92df15,2,4.0,1.0,0.0
8ca3b366cfb39cf933bd16c66b92df15,3,2.0,1.0,0.0
8ca3b366cfb39cf933bd16c66b92df15,4,0.0,1.0,0.0
8ca3b366cfb39cf933bd16c66b92df15,5,0.0,1.0,0.0
c6d99a395bc6b16d90c4d572d93e7331,1,1.0,3.0,0.0
c6d99a395bc6b16d90c4d572d93e7331,2,8.0,1.0,0.0
c6d99a395bc6b16d90c4d572d93e7331,3,1.0,0.0,0.0
c6d99a395bc6b16d90c4d572d93e7331,4,3.0,3.0,0.0
c6d99a395bc6b16d90c4d572d93e7331,5,0.0,2.0,0.0
c6d99a395bc6b16d90c4d572d93e7331,-1,2.0,0.0,0.0
8104f968e297cf2cec3c870e6c844f9b,0,1.0,0.0,0.0
8104f968e297cf2cec3c870e6c844f9b,2,10.0,3.0,0.0
8104f968e297cf2cec3c870e6c844f9b,3,12.0,1.0,0.0
8104f968e297cf2cec3c870e6c844f9b,4,20.0,2.0,0.0
8104f968e297cf2cec3c870e6c844f9b,5,3.0,0.0,0.0
75f3152e36f97757c81740c6f7e2080e,0,0.0,2.0,0.0
75f3152e36f97757c81740c6f7e2080e,1,1.0,1.0,0.0
75f3152e36f97757c81740c6f7e2080e,2,1.0,2.0,0.0
75f3152e36f97757c81740c6f7e2080e,3,1.0,0.0,0.0
75f3152e36f97757c81740c6f7e2080e,4,0.0,1.0,0.0
75f3152e36f97757c81740c6f7e2080e,5,1.0,0.0,0.0
10a3aa4c1b8df33785fcde1d482dea6f,1,0.0,1.0,0.0
10a3aa4c1b8df33785fcde1d482dea6f,2,1.0,1.0,0.0
10a3aa4c1b8df33785fcde1d482dea6f,3,1.0,4.0,0.0
10a3aa4c1b8df33785fcde1d482dea6f,4,0.0,3.0,0.0
ebca190a46a9a5336f4667d58126e636,0,1.0,1.0,0.0
ebca190a46a9a5336f4667d58126e636,1,4.0,0.0,0.0
ebca190a46a9a5336f4667d58126e636,2,1.0,0.0,0.0
ebca190a46a9a5336f4667d58126e636,3,1.0,1.0,0.0
ebca190a46a9a5336f4667d58126e636,4,5.0,2.0,0.0
9c0d09b8638776d41dfbda09c0f04c0c,0,152.0,22.0,0.0
9c0d09b8638776d41dfbda09c0f04c0c,1,121.0,13.0,1.0
9c0d09b8638776d41dfbda09c0f04c0c,2,178.0,16.0,1.0
9c0d09b8638776d41dfbda09c0f04c0c,3,107.0,10.0,1.0
9c0d09b8638776d41dfbda09c0f04c0c,4,133.0,12.0,2.0
